author,Contributing State,title,Publication Info, genre,Link to text
L. Clarkson; Louise Clarkson Whitelock;  Louise Clarkson Sauerwein,New York,The Shadow of John Wallace,"New York: White, Stokes, & Allen, 1884.",Novel,http://https://hdl.handle.net/2027/uc2.ark:/13960/t8mc8s24rbabel.hathitrust.org/cgi/pt?id=uc2.ark:/13960/t8mc8s24r;view=1up;seq=3
"Anna K. Green, Anna Katharine Green Rohlfs",New York,The Sword of Damocles: A Story of New York Life,"New York: Putnam, 1881.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t4vh5f15z
"Anna K. Green, Anna Katharine Green Rohlfs",New York,The Leavenworth Case :A Lawyer's Story,"New York: Putnam, 1878. ",Novel,"
https://hdl.handle.net/2027/pst.000006168827"
"Anna K. Green, Anna Katharine Green Rohlfs",New York,The Defence of the Bride and Other Poems,"New York: G.P. Putnam's Sons, 1882.",Poetry,https://hdl.handle.net/2027/hvd.hn1f9t
Harriette A. Keyser,New York,Thorns in Your Sides,"New York: G.P. Putnam, 1884.",Novel,
Annette L. Noble,New York,Uncle Jack's Executors,"New York: G.P. Putnam's Sons, 1880.",Novel,https://hdl.handle.net/2027/hvd.hn36pe
Martha J. Lamb; Martha Joanna Reade Nash Lamb,New York,Wall Street in History,"New York: Funk & Wagnalls, 1883.",History,https://hdl.handle.net/2027/hvd.32044020061479
Mrs. H. N. K. Goff; H.N.K Goff; Harriet Newell Kneeland Goff; One who has seen it,New York,"Was It an Inheritance?; Or, Nannie Grant; A Narrative","Philadelphia: Claxton, Remsen & Haffelfinger, 1876",Novel,"https://books.google.com/books?id=Kws2AQAAIAAJ&lpg=PA1&ots=g3uyQ4m_tv&dq=Was%20It%20an%20Inheritance%3F%3B%20Or%2C%20Nannie%20Grant%3A%20A%20Narrative&pg=PA1#v=onepage&q=Was%20It%20an%20Inheritance?;%20Or,%20Nannie%20Grant:%20A%20Narrative&f=false"
Mrs. Miriam D. Colt,New York,"Went to Kansas, being a thrilling account of an ill-fated expedition to that fairy land, and its sad results together with a sketch of the life of the author, and how the world goes with her","Watertown [N. Y.]: Printed by L. Ingalls, 1862.","Biography, Travel Narrative",https://hdl.handle.net/2027/nyp.33433082334370
Pansy; Isabella Pansy Alden; Mrs. G.R. Alden,New York,What She Said: And What She Meant and People Who Haven't Time and Can't Afford It,"Boston: Lothrop Pub. Co.,1880.",Novel,https://hdl.handle.net/2027/mdp.39015080460044
Pansy; Isabella Pansy Alden; Mrs. G.R. Alden,New York,Wise and Otherwise,"Boston: Lothrop Pub. Co., 1873.",Novel,https://hdl.handle.net/2027/mdp.39015082155345
Mrs. Ella Farman; Ella Farman; Eliza Anna Farman; Dorothea Alice Shepherd,New York,Wide Awake  ,"Boston: D. Lothrop & Co., 1875-1893.",Periodical,https://catalog.hathitrust.org/Record/000676926?type%5B%5D=all&lookfor%5B%5D=Wide%20Awake&ft=
Mrs. J. T. Gracey,New York,Medical Work of the Woman's Foreign Missionary Society,"Dansville, N.Y. : A.O. Bunnell, printer, 1881.",Report,https://hdl.handle.net/2027/nnc1.cr60111941
Lillie D. Blake; Lillie Devereaux Umstad,New York,"Woman's Place To-Day. Four lectures, in reply to the Lenten lectures on ""Woman"" by the Rev. Morgan Dix","New York: J. W. Lovell Company, 1883.",Essays,https://hdl.handle.net/2027/uc1.$b267658
Mrs. H. M. Plunkett,New York,"Women, Plumbers, and Doctors; or, Household Sanitation.","New York: D. Appleton and Company, 1893.",Advice Literature,https://hdl.handle.net/2027/uc1.b5559807
"Anna K. Green, Anna Katharine Green Rohlfs",New York,"X, Y, Z: A Detective Story","New York: G. P. Putnam's Sons, 1883.",Novel,https://hdl.handle.net/2027/nyp.33433076089626
"Anna K. Green, Anna Katharine Green Rohlfs",New York,Yesterday: An American Novel,"New York: Henry Holt and Company, 1882.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t4hm54511
Hannah H. Greene,Ohio,A Christmas Story,"Cleveland, Evangelical Association, 1878.",Poetry,
Edith N. Thomas,Ohio,A New Year's Masque; and Other Poems,"Boston: Houghton, Mifflin and Company, 1885.",Poetry,https://hdl.handle.net/2027/uc2.ark:/13960/t5k931m05
L. W. Champney; Lizzie W. Champney,Ohio,All Around a Palette,"Boston: Lockwood, Brooks, and Co., 1878","Stories, History",https://hdl.handle.net/2027/uc1.ax0001416684
Miss E. Sprague,Ohio,An Earnest Trifler,"Toronto: Bedfords, Clarke, 1880.",Novel,https://hdl.handle.net/2027/uc1.a0000388181
,Ohio,"Education (May and June, 1884, Nov. and Dec., 1883) ",,Periodical,
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,Good Manners ,"Cleveland: Cleveland Educational Bureau, 1884.","Pamphlet, Advice Literature",https://hdl.handle.net/2027/hvd.hxp3le
Angie Stewart Manly,Ohio,Hit and Miss: A Story of Real Life,"Chicago: J.L. Regan & Co., Printers and Binders, 1883.",Novel,https://hdl.handle.net/2027/osu.32435018229575
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,How Success is Won,"Boston: D. Lothrop and company, 1885.",Biography,https://hdl.handle.net/2027/uc2.ark:/13960/t8v980q66
L. W. Champney; Lizzie W. Champney,Ohio,John Angelo at the Water Color Exhibition,"Boston: D. Lothrop and Co., 1883.",Stories,https://archive.org/details/johnangeloatwate00cham
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,Facts Concerning Labor and Capital,"Cleveland: Cleveland Educational Bureau, 1884. ","Pamphlet, Advice Literature",https://hdl.handle.net/2027/hvd.hxp3le
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,"Our Sister Republic: Modern France, with a few facts of early history","Cleveland: Cleveland Educational Bureau, 1882.","Pamphlet, History, Scholarly Work",https://hdl.handle.net/2027/chi.089788415?urlappend=%3Bseq=8
Mary H. Catherwood,Ohio,Old Caravan Days,"Boston: D. Lothrop and Company, 1884",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t5db7zg1b
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,Places and People Abroad,"Cleveland: Cleveland Educational Bureau, 1882.","Pamphlet, Biography",https://hdl.handle.net/2027/hvd.hxp3le
Annie Laurie Quinby,Ohio,The Aegis (March 1885) ,Cincinnati: 124 West 23rd Street.,Periodical,
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,The Present Problem; a Temperance Story,"New York: G. P. Putnam's Sons, 1874.",Novel,https://hdl.handle.net/2027/nyp.33433079898007
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,The History of the Women's Crusade ,"New York: National Temperance Society and Publication House, 1877.","History, Report",
Jennie Bidwell,Ohio,There's Nothing in It,"San Francisco : Henry Keller & Co., 1877.",Novel,https://hdl.handle.net/2027/osu.32435017689621
L. W. Champney; Lizzie W. Champney,Ohio,Three Vassar Girls Abroad. Rambles of three college girls on a vacation trip through France and Spain for amusement and instruction. With their haps and mishaps.,"Boston: Estes and Lauriat, 1883.",Novel,https://hdl.handle.net/2027/wu.89098856255
L. W. Champney; Lizzie W. Champney,Ohio,Three Vassar Girls in England. A holiday excursion of three college girls through the mother country,"Boston: Estes and Lauriat, 1884.",Novel,https://hdl.handle.net/2027/mdp.39015063602851
L. W. Champney; Lizzie W. Champney,Ohio,"Three Vassar Girls in South America: a holiday trip of three college girls through the southern continent, up the Amazon, down the Madeira, across the Andes, and up the Pacific coast to Panama","Boston: Estes and Lauriat, 1885.",Novel,https://hdl.handle.net/2027/wu.89098878499
Mary Cone,Ohio,Two Years in California,"Chicago: S.C. Griggs and Company, 1876.","Memoir, Travel Narrative",https://hdl.handle.net/2027/uc2.ark:/13960/t27949q9m
"Sarah K. Bolton, Mrs. C. E. Bolton",Ohio,What to Read and How to Write,"Cleveland: Bolton, [189-?].","Textbook, Advice Literature",https://hdl.handle.net/2027/umn.319510008966239
Jane Johnson,Pennsylvania,A Daily Scriptural Watchword and Gospel Promise,"Philadelphia: Hayes & Zell, 1860.",Religious Instruction,
Jane Johnson,Pennsylvania,A Treasury of Facts,"Philadelphia: Zell, 1860.",Biography,https://hdl.handle.net/2027/nyp.33433011791815
"L. H., S.H., Golo Raimund",Pennsylvania,A Hard Heart,"Philadelphia: J.B. Lippincott & Co., 1884.",Novel,https://hdl.handle.net/2027/nyp.33433075737951
"Ellen Olney Kirk, Ellen W. (Ellen Warner) Kirk",Pennsylvania,A Lesson in Love,"Boston: Houghton, Mifflin and Company, 1890.",Novel,https://hdl.handle.net/2027/uva.x030796290
"Ellen Olney Kirk, Ellen W. (Ellen Warner) Kirk",Pennsylvania,A Midsummer Madness,"Boston: J.R. Osgood, 1884.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t87h1gd2v
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,"A Noble Name:  or, Dönninghausen","Philadelphia: J.B. Lippincott & Co., 1883.",Novel,https://hdl.handle.net/2027/mdp.39015064519872
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,At the Councillor's: or A Nameless History,"Philadelphia: Lippincott, 1897.",Novel,https://hdl.handle.net/2027/uva.x030446834
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,A Family Feud ,"Philadelphia: J.B. Lippincott, 1877.",Novel,https://hdl.handle.net/2027/uc2.ark:/13960/t09w0nk8w
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,A New Race: A Romance,"Philadelphia: J.B. Lippincott Company, 1903.",Novel,https://hdl.handle.net/2027/nyp.33433075737522
"Helen Campbell, Helen Stuart Campbell, Helen C. (Helen Campbell) Weeks, Campbell Wheaton",Pennsylvania,"A Sylvan City or, Quaint Corners in Philadelphia.","Philadelphia, Our Continent Pub. Co., 1883. ",Stories,https://archive.org/details/sylvancityorquai00stoc
Julia McNair Wright,Pennsylvania,A Wife Hard Won; A Love Story,"Philadelphia: Lippincott, 1884.",Novel,
"Rebecca H. Schively, R. H. Schively",Pennsylvania,"Alice and Her Little School, from the German","Philadelphia: Reformed Church Publication Board, 1870.",Novel,
Augusta C. Prindle,Pennsylvania,Alpine Flowers; and Other Poems,"Springfield, MA: The Clark W. Bryan Company, printers, 1879.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t7vm4t40x
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,Banned and Blessed,,Novel,
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,Castle Hohenwaid,"Philadelphia : J.B. Lippincott Company, 1890.",Novel,https://hdl.handle.net/2027/njp.32101068171998
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,Countess Gisela,"Philadelphia: Lippincott, 1876.",Novel,https://hdl.handle.net/2027/hvd.hn1cbn
Martha E. Tyson,Pennsylvania,A Sketch of the Life of Benjamin Banneker: From Notes Taken in 1836,"Baltimore, Maryland Historical Society","Biography, History",http://www.mdhs.org/underbelly/2014/02/06/the-dreams-of-benjamin-banneker/
M. P. Butcher,Pennsylvania,"Basil and Adelbert; or, Each in His Own Way","Philadelphia: Lutheran Publishing Sociey, 1883.",Novel,
R. E. Kremer,Pennsylvania,"Bible Gems, Or Manual of Scripture Lessons","Philadelphia: Lippincott, 1870. ",,https://archive.org/details/biblegemsor00krem
Ann A. Townsend,Pennsylvania,Biblical History Familiarized by Questions,"Philadelphia : Printed for the Book Association of Friends by T.E. Zell, 1869.","History, Religious Instruction",https://archive.org/details/biblicalhistoryf01town
E. H. W.,Pennsylvania,Children's Gift,,,
"Mrs. S. L. Oberholtzer, S. L. (Sara Louisa) Oberholtzer, Sara Louisa Vickers Oberholtzer",Pennsylvania,"Come for Arbutus, and Other Wild Bloom","Philadelphia: J.B. Lippincott & Co., 1882.",Poetry,https://hdl.handle.net/2027/hvd.hxdmxf
Harriet E. Stockly,Pennsylvania,"Conversations with Theodore and His Sister: dedicated to the children, being especially designed to interest them in our queries","Philadelphia: Book Association of Friends and T. Ellwood Zell, 1861.",Religious Instruction,https://archive.org/details/conversationswit00instoc
Mrs. S. A. Crozer,Pennsylvania,Conrad Hagen's mistake. A novel. From the German of Otto Roquette.,"Philadelphia, J.B. Lippincott, 1881.",Novel,https://hdl.handle.net/2027/njp.32101066462902
Jane Johnson,Pennsylvania,Devotional Poetry for the Children: Second Part,"Philadelphia: Book Assoc. of Friends, 1870.",Poetry,https://hdl.handle.net/2027/nyp.33433082354337
"Rebecca H. Schively, R. H. Schively",Pennsylvania,Dominic,"Philadelphia: Lutheran Board of Publication, 1870.",Novel,https://archive.org/details/dominic00hoff/page/n14
R. E. Kremer,Pennsylvania,Easy Lessons in Natural Science,"Philadelphia: Claxton : Remsen & Haffelfinger, 1874.",Textbook,
Livina P. Yeatman,Pennsylvania,Edith: A Poem in Four Parts,"Philadelphia: Lippincott, 1883.",Poetry,https://hdl.handle.net/2027/hvd.hnblz8
M. H. Rodgers,Pennsylvania,Rodgers' mensuration. Elements of mensuration.,"Philadelphia: E.H. Butler & Co., 1862.",Textbook,https://hdl.handle.net/2027/uc2.ark:/13960/t0cv4h65n
Jane Johnson,Pennsylvania,Essays on some of the testimonies of truth as held by the Society of Friends,"Philadelphia: T. Ellwood Zell, 1861.","Essays, Religious Instruction",https://archive.org/details/essaysonsomeofte00john/page/n8
"Helen B. Bostwick; Helen Louisa (Barron) Bostwick,  Mrs.",Pennsylvania,Four-o'-clocks,"Philadelphia: E. Claxton & Company, 1880.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t50g4v55h
Phebe E. Gibbons; Phebe H. (Earle) Gibbons,Pennsylvania,French and Belgians,"Philadelphia: J. B. Lippincott & Co., 1879.","Memoir, Travel Narrative",https://hdl.handle.net/2027/uc2.ark:/13960/t9f47kh5h
(blank),Pennsylvania,"Friends' Intelligencer (vols. XXXXII., and XLI.)","Philadelphia: Wm. W. Moore, 1853-[1885]",Periodical,https://hdl.handle.net/2027/nyp.33433003100702
Martha E. Tyson,Pennsylvania,Garnered Treasures,"Philadelphia:  Friends' Book Association, 1878.",,https://hdl.handle.net/2027/hvd.hnn42y
"Mary Andrews Denison, Mrs. C. W. Denison, M. A. D., N. I. Edson, Clara Vance ",Pennsylvania,Glennandale,"Philadelphia: American Baptist Publication Society, 1882.",Stories,
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,Gold Elsie,"Philadelphia: J.B. Lippincott, 1869.",Novel,https://hdl.handle.net/2027/uva.x030446831
T. T. Purvis,Pennsylvania,"Hagar; The Singing Maiden, with Other Stories and Rhymes","Philadelphia: Walton & Co., 1881.",Poetry,https://hdl.handle.net/2027/nyp.33433074791728
Lydia W. Stevens,Pennsylvania,Heart Problems,"Philadelphia: Daughaday & Becker, 1870.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t44q8h24f
M. P. Butcher,Pennsylvania,"Hilda; Or, God Leadeth","Philadelphia: Lutheran Board of Publication, 1882.",Novel,https://archive.org/details/hilda00hoff/page/n10
By a Teacher,Pennsylvania,Hints to Teachers,,,
Rebecca H. Schively,Pennsylvania,"Holy-Day Stories; Christmas, Good Friday, Easter Ascension, Whitsuntide","Philadelphia: Reformed Church Publication Board, 1869.",Stories,https://archive.org/details/holydaystoriesch00schi
"Mrs. S. L. Oberholtzer, S. L. (Sara Louisa) Oberholtzer, Sara Louisa Vickers Oberholtzer",Pennsylvania,Hope's Heart-Bells; A Romance,"Philadelphia: J. B. Lippincott & Co., 1884.",Novel,https://hdl.handle.net/2027/wu.89098000615
Mrs. H. M. Crider,Pennsylvania,How to Grow Fine Celery. A New Method.,"York, PA: By the Author, 1884. ",Textbook,
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,"Hulda: or, The Deliverer: A Romance,  after the German of F. Lewald","Philadelphia: J. B. Lippincott, 1881.",Novel,https://hdl.handle.net/2027/hvd.hn1tc1
Alice Nevin,Pennsylvania,Hymns and Carols for Church and Sunday School,"Philadelphia: J.B. Lippincott, 1879.","Poetry, Music",https://archive.org/details/hymnscarolsforch00nevi_0
"Mrs. E. B. Stork, translator",Pennsylvania,Illustrations of Scripture Precepts; for the Young,"Philadelphia: Claxton, Remsen & Haffelfinger and the Lutheran Board of Publication, 1871.",Religious Instruction,
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,In the Schillingscourt. A Romance,"Philadelphia: J. B. Lippincott & Co., 1879.",Novel,https://hdl.handle.net/2027/uva.x030446836
"Juliet H. L. Campbell, Juliet Hamersley Lewis Campbell, Judith Canute, Juliet H. Lewis Campbell",Pennsylvania,Legend of the Infancy of Our Saviour: A Christmas Carol,"Philadelphia: J.B. Lippincott & Co., 1862.",Poetry,https://hdl.handle.net/2027/loc.ark:/13960/t0ks7kq03
Anna D. Hollowell; Anna D. Hallowell,Pennsylvania,James and Lucretia Mott; Life and Letters,"Boston: Houghton, Mifflin and Co., 1884.",Biography,https://hdl.handle.net/2027/mdp.39015013501229
Mary R. D. Smith,Pennsylvania,Recollections of Two Distinguished Persons: La Marquise de Boissy and the Count de Waldeck,"Philadelphia: J.B. Lippincott, 1878.",Biography,https://archive.org/details/recollectionsoft00smituoft
Alice F. Burk,Pennsylvania,Light in the Darkness: A Story of the Franco-German War,"Philadelphia: Lutheran Board of Publication, 1883.",Novel,https://archive.org/details/lightindarknesss00burk/page/n6
Elizabeth Lloyd,Pennsylvania,"Literature for Little Folks: Selections from Standard Authors, and Easy Lessons in Composition ","Philadelphia: Sower, Potts & Co., 1876.",Textbook,https://hdl.handle.net/2027/hvd.hn6j8q
S. H. Pierce; Sarah H. Peirce,Pennsylvania,Little Gems for Little People,"Philadelphia: Claxton, Remsen & Haffelfinger, 1871.",Poetry,https://archive.org/details/littlegemsforlit00peir
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,Little Moorland Princess,"Philadelphia: J.B. Lippincott & Co., 1873.",Novel,https://hdl.handle.net/2027/hvd.hn1rhh
"Ellen Olney Kirk, Ellen W. (Ellen Warner) Kirk",Pennsylvania,Love in Idleness,"Philadelphia: J.B. Lippincott, 1877.",Novel,https://hdl.handle.net/2027/nyp.33433076066822
"Annis Lee Wister, Annis Lee Furness, A. L. W.",Pennsylvania,"Margarethe; or, Life problems; a romance from the German of E. Juncker [pseud.]","Philadelphia: J. B. Lippincott, 1878.",Novel,https://hdl.handle.net/2027/hvd.hn221e
Auguste Bender,Pennsylvania,Mein Bruder. Ein Bild aus der Wirklichkeit,"Philadelphia: I. Kohler, 1884.",Novel,https://hdl.handle.net/2027/uiug.30112044394408
Ann A. Towsend,Pennsylvania,Memoir of Elizabeth Newport,"Philadelphia: J. Comly, 1874.",Biography,https://hdl.handle.net/2027/miun.ajk2444.0001.001
Rachel Hicks,Pennsylvania,Memoir of Rachel Hicks / written by herself ; together with some letters and a memorial of Westbury Monthly Meeting,"New York: Putnam, 1880.","Biography, Memoir",https://hdl.handle.net/2027/uc2.ark:/13960/t04x56f11
"Rebecca H. Schively, R. H. Schively",Pennsylvania,Monica; Mother of Saint Augustine,"Philadelphia: Reformed Church Publication Board, 1870.","Biography, History",
Mrs. Ellen Chapman Hobb Rollins ,Pennsylvania,New-England By-Gones,"Philadelphia: J.B. Lippincott, 1883.",Memoir,https://hdl.handle.net/2027/loc.ark:/13960/t82j6rs6q
